prime,resonance,mod12,gap,nearest_target,distance
5569,0.000000,1,4,6561,992.0
5573,0.000000,5,8,6561,988.0
5581,0.000000,1,10,6561,980.0
5591,0.000000,11,32,6561,970.0
5623,0.000000,7,16,6561,938.0
5639,0.000000,11,2,6561,922.0
5641,0.000000,1,6,6561,920.0
5647,0.000000,7,4,6561,914.0
5651,0.000000,11,2,6561,910.0
5653,0.000000,1,4,6561,908.0
5657,0.000000,5,2,6561,904.0
5659,0.000000,7,10,6561,902.0
5669,0.000000,5,14,6561,892.0
5683,0.000000,7,6,6561,878.0
5689,0.000000,1,4,6561,872.0
5693,0.000000,5,8,6561,868.0
5701,0.000000,1,10,6561,860.0
5711,0.000000,11,6,6561,850.0
5717,0.000000,5,20,6561,844.0
5737,0.000000,1,4,6561,824.0
5741,0.000000,5,2,6561,820.0
5743,0.000000,7,6,6561,818.0
5749,0.000000,1,30,6561,812.0
5779,0.000000,7,4,6561,782.0
5783,0.000000,11,8,6561,778.0
5791,0.000000,7,10,6561,770.0
5801,0.000000,5,6,6561,760.0
5807,0.000000,11,6,6561,754.0
5813,0.000000,5,8,6561,748.0
5821,0.000000,1,6,6561,740.0
5827,0.000000,7,12,6561,734.0
5839,0.000000,7,4,6561,722.0
5843,0.000000,11,6,6561,718.0
5849,0.000000,5,2,6561,712.0
5851,0.000000,7,6,6561,710.0
5857,0.000000,1,4,6561,704.0
5861,0.000000,5,6,6561,700.0
5867,0.000000,11,2,6561,694.0
5869,0.000000,1,10,6561,692.0
5879,0.000000,11,2,6561,682.0
5881,0.000000,1,16,6561,680.0
5897,0.000000,5,6,6561,664.0
5903,0.000000,11,20,6561,658.0
5923,0.000000,7,4,6561,638.0
5927,0.000000,11,12,6561,634.0
5939,0.000000,11,14,6561,622.0
5953,0.000000,1,28,6561,608.0
5981,0.000000,5,6,6561,580.0
5987,0.000000,11,20,6561,574.0
6007,0.000000,7,4,6561,554.0
6011,0.000000,11,18,6561,550.0
6029,0.000000,5,8,6561,532.0
6037,0.000000,1,6,6561,524.0
6043,0.000000,7,4,6561,518.0
6047,0.000000,11,6,6561,514.0
6053,0.000000,5,14,6561,508.0
6067,0.000000,7,6,6561,494.0
6073,0.000000,1,6,6561,488.0
6079,0.000000,7,10,6561,482.0
6089,0.000000,5,2,6561,472.0
6091,0.000000,7,10,6561,470.0
6101,0.000000,5,12,6561,460.0
6113,0.000000,5,8,6561,448.0
6121,0.000000,1,10,6561,440.0
6131,0.000000,11,2,6561,430.0
6133,0.000000,1,10,6561,428.0
6143,0.000000,11,8,6561,418.0
6151,0.000000,7,12,6561,410.0
6163,0.000000,7,10,6561,398.0
6173,0.000000,5,24,6561,388.0
6197,0.000000,5,2,6561,364.0
6199,0.000000,7,4,6561,362.0
6203,0.000000,11,8,6561,358.0
6211,0.000000,7,6,6561,350.0
6217,0.000000,1,4,6561,344.0
6221,0.000000,5,8,6561,340.0
6229,0.000000,1,18,6561,332.0
6247,0.000000,7,10,6561,314.0
6257,0.000000,5,6,6561,304.0
6263,0.000000,11,6,6561,298.0
6269,0.000000,5,2,6561,292.0
6271,0.000000,7,6,6561,290.0
6277,0.000000,1,10,6561,284.0
6287,0.000000,11,12,6561,274.0
6299,0.000000,11,2,6561,262.0
6301,0.000000,1,10,6561,260.0
6311,0.000000,11,6,6561,250.0
6317,0.000000,5,6,6561,244.0
6323,0.000000,11,6,6561,238.0
6329,0.000000,5,8,6561,232.0
6337,0.000000,1,6,6561,224.0
6343,0.000000,7,10,6561,218.0
6353,0.000000,5,6,6561,208.0
6359,0.000000,11,2,6561,202.0
6361,0.000000,1,6,6561,200.0
6367,0.000000,7,6,6561,194.0
6373,0.000000,1,6,6561,188.0
6379,0.000000,7,10,6561,182.0
6389,0.000000,5,8,6561,172.0
6397,0.000000,1,24,6561,164.0
6421,0.000000,1,6,6561,140.0
6427,0.000000,7,22,6561,134.0
6449,0.000000,5,2,6561,112.0
6451,0.000000,7,18,6561,110.0
6469,0.000000,1,4,6561,92.0
6473,0.000000,5,8,6561,88.0
6481,0.000000,1,10,6561,80.0
6491,0.000000,11,30,6561,70.0
6521,0.000000,5,8,6561,40.0
6529,0.000036,1,18,6561,32.0
223,0.018334,7,4,243,20.0
149,0.034016,5,2,169,20.0
2383,0.039164,7,6,2401,18.0
643,0.039164,7,4,625,18.0
607,0.039164,7,6,625,18.0
101,0.040466,5,2,81,20.0
151,0.045488,7,6,169,18.0
6581,0.018316,5,18,6561,20.0
6599,0.000001,11,8,6561,38.0
6607,0.000000,7,12,6561,46.0
6619,0.000000,7,18,6561,58.0
6637,0.000000,1,16,6561,76.0
6653,0.000000,5,6,6561,92.0
6659,0.000000,11,2,6561,98.0
6661,0.000000,1,12,6561,100.0
6673,0.000000,1,6,6561,112.0
6679,0.000000,7,10,6561,118.0
6689,0.000000,5,2,6561,128.0
6691,0.000000,7,10,6561,130.0
6701,0.000000,5,2,6561,140.0
6703,0.000000,7,6,6561,142.0
6709,0.000000,1,10,6561,148.0
6719,0.000000,11,14,6561,158.0
6733,0.000000,1,4,6561,172.0
6737,0.000000,5,24,6561,176.0
6761,0.000000,5,2,6561,200.0
6763,0.000000,7,16,6561,202.0
6779,0.000000,11,2,6561,218.0
6781,0.000000,1,10,6561,220.0
6791,0.000000,11,2,6561,230.0
6793,0.000000,1,10,6561,232.0
6803,0.000000,11,20,6561,242.0
6823,0.000000,7,4,6561,262.0
6827,0.000000,11,2,6561,266.0
6829,0.000000,1,4,6561,268.0
6833,0.000000,5,8,6561,272.0
6841,0.000000,1,16,6561,280.0
6857,0.000000,5,6,6561,296.0
6863,0.000000,11,6,6561,302.0
6869,0.000000,5,2,6561,308.0
6871,0.000000,7,12,6561,310.0
6883,0.000000,7,16,6561,322.0
6899,0.000000,11,8,6561,338.0
6907,0.000000,7,4,6561,346.0
6911,0.000000,11,6,6561,350.0
6917,0.000000,5,30,6561,356.0
6947,0.000000,11,2,6561,386.0
6949,0.000000,1,10,6561,388.0
6959,0.000000,11,2,6561,398.0
6961,0.000000,1,6,6561,400.0
6967,0.000000,7,4,6561,406.0
6971,0.000000,11,6,6561,410.0
6977,0.000000,5,6,6561,416.0
6983,0.000000,11,8,6561,422.0
6991,0.000000,7,6,6561,430.0
6997,0.000000,1,4,6561,436.0
7001,0.000000,5,12,6561,440.0
7013,0.000000,5,6,6561,452.0
7019,0.000000,11,8,6561,458.0
7027,0.000000,7,12,6561,466.0
7039,0.000000,7,4,6561,478.0
7043,0.000000,11,14,6561,482.0
7057,0.000000,1,12,6561,496.0
7069,0.000000,1,10,6561,508.0
7079,0.000000,11,24,6561,518.0
7103,0.000000,11,6,6561,542.0
7109,0.000000,5,12,6561,548.0
7121,0.000000,5,6,6561,560.0
7127,0.000000,11,2,6561,566.0
7129,0.000000,1,22,6561,568.0
7151,0.000000,11,8,6561,590.0
7159,0.000000,7,18,6561,598.0
7177,0.000000,1,10,6561,616.0
7187,0.000000,11,6,6561,626.0
7193,0.000000,5,14,6561,632.0
7207,0.000000,7,4,6561,646.0
7211,0.000000,11,2,6561,650.0
7213,0.000000,1,6,6561,652.0
7219,0.000000,7,10,6561,658.0
7229,0.000000,5,8,6561,668.0
7237,0.000000,1,6,6561,676.0
7243,0.000000,7,4,6561,682.0
7247,0.000000,11,6,6561,686.0
7253,0.000000,5,30,6561,692.0
7283,0.000000,11,14,6561,722.0
7297,0.000000,1,10,6561,736.0
7307,0.000000,11,2,6561,746.0
7309,0.000000,1,12,6561,748.0
7321,0.000000,1,10,6561,760.0
7331,0.000000,11,2,6561,770.0
7333,0.000000,1,16,6561,772.0
7349,0.000000,5,2,6561,788.0
7351,0.000000,7,18,6561,790.0
7369,0.000000,1,24,6561,808.0
7393,0.000000,1,18,6561,832.0
7411,0.000000,7,6,6561,850.0
7417,0.000000,1,16,6561,856.0
7433,0.000000,5,18,6561,872.0
7451,0.000000,11,6,6561,890.0
7457,0.000000,5,2,6561,896.0
7459,0.000000,7,18,6561,898.0
7477,0.000000,1,4,6561,916.0
7481,0.000000,5,6,6561,920.0
7487,0.000000,11,2,6561,926.0
7489,0.000000,1,10,6561,928.0
7499,0.000000,11,8,6561,938.0
7507,0.000000,7,10,6561,946.0
7517,0.000000,5,6,6561,956.0
7523,0.000000,11,6,6561,962.0
7529,0.000000,5,8,6561,968.0
7537,0.000000,1,4,6561,976.0
7541,0.000000,5,6,6561,980.0
7547,0.000000,11,2,6561,986.0
7549,0.000000,1,10,6561,988.0
7559,0.000000,11,2,6561,998.0
7561,0.000000,1,12,6561,1000.0
7573,0.000000,1,4,6561,1012.0
7577,0.000000,5,6,6561,1016.0
7583,0.000000,11,6,6561,1022.0
7589,0.000000,5,2,6561,1028.0
7591,0.000000,7,12,6561,1030.0
7603,0.000000,7,4,6561,1042.0
7607,0.000000,11,14,6561,1046.0
7621,0.000000,1,18,6561,1060.0
7639,0.000000,7,4,6561,1078.0
7643,0.000000,11,6,6561,1082.0
7649,0.000000,5,20,6561,1088.0
7669,0.000000,1,4,6561,1108.0
7673,0.000000,5,8,6561,1112.0
7681,0.000000,1,6,6561,1120.0
7687,0.000000,7,4,6561,1126.0
7691,0.000000,11,8,6561,1130.0
7699,0.000000,7,4,6561,1138.0
7703,0.000000,11,14,6561,1142.0
7717,0.000000,1,6,6561,1156.0
7723,0.000000,7,4,6561,1162.0
7727,0.000000,11,14,6561,1166.0
7741,0.000000,1,12,6561,1180.0
7753,0.000000,1,4,6561,1192.0
7757,0.000000,5,2,6561,1196.0
7759,0.000000,7,30,6561,1198.0
7789,0.000000,1,4,6561,1228.0
7793,0.000000,5,24,6561,1232.0
7817,0.000000,5,6,6561,1256.0
7823,0.000000,11,6,6561,1262.0
7829,0.000000,5,12,6561,1268.0
7841,0.000000,5,12,6561,1280.0
7853,0.000000,5,14,6561,1292.0
7867,0.000000,7,6,6561,1306.0
7873,0.000000,1,4,6561,1312.0
7877,0.000000,5,2,6561,1316.0
7879,0.000000,7,4,6561,1318.0
7883,0.000000,11,18,6561,1322.0
7901,0.000000,5,6,6561,1340.0
7907,0.000000,11,12,6561,1346.0
7919,0.000000,11,8,6561,1358.0
7927,0.000000,7,6,6561,1366.0
7933,0.000000,1,4,6561,1372.0
7937,0.000000,5,12,6561,1376.0
7949,0.000000,5,2,6561,1388.0
7951,0.000000,7,12,6561,1390.0
7963,0.000000,7,30,6561,1402.0
7993,0.000000,1,16,6561,1432.0
8009,0.000000,5,2,6561,1448.0
8011,0.000000,7,6,6561,1450.0
8017,0.000000,1,22,6561,1456.0
8039,0.000000,11,14,6561,1478.0
8053,0.000000,1,6,6561,1492.0
8059,0.000000,7,10,6561,1498.0
8069,0.000000,5,12,6561,1508.0
8081,0.000000,5,6,6561,1520.0
8087,0.000000,11,2,6561,1526.0
8089,0.000000,1,4,6561,1528.0
8093,0.000000,5,8,6561,1532.0
8101,0.000000,1,10,6561,1540.0
8111,0.000000,11,6,6561,1550.0
8117,0.000000,5,6,6561,1556.0
8123,0.000000,11,24,6561,1562.0
8147,0.000000,11,14,6561,1586.0
8161,0.000000,1,6,6561,1600.0
8167,0.000000,7,4,6561,1606.0
8171,0.000000,11,8,6561,1610.0
8179,0.000000,7,12,6561,1618.0
8191,0.000000,7,18,6561,1630.0
8209,0.000000,1,10,6561,1648.0
8219,0.000000,11,2,6561,1658.0
8221,0.000000,1,10,6561,1660.0
8231,0.000000,11,2,6561,1670.0
8233,0.000000,1,4,6561,1672.0
8237,0.000000,5,6,6561,1676.0
8243,0.000000,11,20,6561,1682.0
8263,0.000000,7,6,6561,1702.0
8269,0.000000,1,4,6561,1708.0
8273,0.000000,5,14,6561,1712.0
8287,0.000000,7,4,6561,1726.0
8291,0.000000,11,2,6561,1730.0
8293,0.000000,1,4,6561,1732.0
8297,0.000000,5,14,6561,1736.0
8311,0.000000,7,6,6561,1750.0
8317,0.000000,1,12,6561,1756.0
8329,0.000000,1,24,6561,1768.0
8353,0.000000,1,10,6561,1792.0
8363,0.000000,11,6,6561,1802.0
8369,0.000000,5,8,6561,1808.0
8377,0.000000,1,10,6561,1816.0
8387,0.000000,11,2,6561,1826.0
8389,0.000000,1,30,6561,1828.0
8419,0.000000,7,4,6561,1858.0
8423,0.000000,11,6,6561,1862.0
8429,0.000000,5,2,6561,1868.0
8431,0.000000,7,12,6561,1870.0
8443,0.000000,7,4,6561,1882.0
8447,0.000000,11,14,6561,1886.0
8461,0.000000,1,6,6561,1900.0
8467,0.000000,7,34,6561,1906.0
8501,0.000000,5,12,6561,1940.0
8513,0.000000,5,8,6561,1952.0
8521,0.000000,1,6,6561,1960.0
8527,0.000000,7,10,6561,1966.0
8537,0.000000,5,2,6561,1976.0
8539,0.000000,7,4,6561,1978.0
8543,0.000000,11,20,6561,1982.0
8563,0.000000,7,10,6561,2002.0
8573,0.000000,5,8,6561,2012.0
8581,0.000000,1,16,6561,2020.0
8597,0.000000,5,2,6561,2036.0
8599,0.000000,7,10,6561,2038.0
8609,0.000000,5,14,6561,2048.0
8623,0.000000,7,4,6561,2062.0
8627,0.000000,11,2,6561,2066.0
8629,0.000000,1,12,6561,2068.0
8641,0.000000,1,6,6561,2080.0
8647,0.000000,7,16,6561,2086.0
8663,0.000000,11,6,6561,2102.0
8669,0.000000,5,8,6561,2108.0
8677,0.000000,1,4,6561,2116.0
8681,0.000000,5,8,6561,2120.0
8689,0.000000,1,4,6561,2128.0
8693,0.000000,5,6,6561,2132.0
8699,0.000000,11,8,6561,2138.0
8707,0.000000,7,6,6561,2146.0
8713,0.000000,1,6,6561,2152.0
8719,0.000000,7,12,6561,2158.0
8731,0.000000,7,6,6561,2170.0
8737,0.000000,1,4,6561,2176.0
8741,0.000000,5,6,6561,2180.0
8747,0.000000,11,6,6561,2186.0
8753,0.000000,5,8,6561,2192.0
8761,0.000000,1,18,6561,2200.0
8779,0.000000,7,4,6561,2218.0
8783,0.000000,11,20,6561,2222.0
8803,0.000000,7,4,6561,2242.0
8807,0.000000,11,12,6561,2246.0
8819,0.000000,11,2,6561,2258.0
8821,0.000000,1,10,6561,2260.0
8831,0.000000,11,6,6561,2270.0
8837,0.000000,5,2,6561,2276.0
8839,0.000000,7,10,6561,2278.0
8849,0.000000,5,12,6561,2288.0
8861,0.000000,5,2,6561,2300.0
8863,0.000000,7,4,6561,2302.0
8867,0.000000,11,20,6561,2306.0
8887,0.000000,7,6,6561,2326.0
8893,0.000000,1,30,6561,2332.0
8923,0.000000,7,6,6561,2362.0
8929,0.000000,1,4,6561,2368.0
8933,0.000000,5,8,6561,2372.0
8941,0.000000,1,10,6561,2380.0
8951,0.000000,11,12,6561,2390.0
8963,0.000000,11,6,6561,2402.0
8969,0.000000,5,2,6561,2408.0
8971,0.000000,7,28,6561,2410.0
8999,0.000000,11,2,6561,2438.0
9001,0.000000,1,6,6561,2440.0
9007,0.000000,7,4,6561,2446.0
9011,0.000000,11,2,6561,2450.0
9013,0.000000,1,16,6561,2452.0
9029,0.000000,5,12,6561,2468.0
9041,0.000000,5,2,6561,2480.0
9043,0.000000,7,6,6561,2482.0
9049,0.000000,1,10,6561,2488.0
9059,0.000000,11,8,6561,2498.0
9067,0.000000,7,24,6561,2506.0
9091,0.000000,7,12,6561,2530.0
9103,0.000000,7,6,6561,2542.0
9109,0.000000,1,18,6561,2548.0
9127,0.000000,7,6,6561,2566.0
9133,0.000000,1,4,6561,2572.0
9137,0.000000,5,14,6561,2576.0
9151,0.000000,7,6,6561,2590.0
9157,0.000000,1,4,6561,2596.0
9161,0.000000,5,12,6561,2600.0
9173,0.000000,5,8,6561,2612.0
9181,0.000000,1,6,6561,2620.0
9187,0.000000,7,12,6561,2626.0
9199,0.000000,7,4,6561,2638.0
9203,0.000000,11,6,6561,2642.0
9209,0.000000,5,12,6561,2648.0
9221,0.000000,5,6,6561,2660.0
9227,0.000000,11,12,6561,2666.0
9239,0.000000,11,2,6561,2678.0
9241,0.000000,1,16,6561,2680.0
9257,0.000000,5,20,6561,2696.0
9277,0.000000,1,4,6561,2716.0
9281,0.000000,5,2,6561,2720.0
9283,0.000000,7,10,6561,2722.0
9293,0.000000,5,18,6561,2732.0
9311,0.000000,11,8,6561,2750.0
9319,0.000000,7,4,6561,2758.0
9323,0.000000,11,14,6561,2762.0
9337,0.000000,1,4,6561,2776.0
9341,0.000000,5,2,6561,2780.0
9343,0.000000,7,6,6561,2782.0
9349,0.000000,1,22,6561,2788.0
9371,0.000000,11,6,6561,2810.0
9377,0.000000,5,14,6561,2816.0
9391,0.000000,7,6,6561,2830.0
9397,0.000000,1,6,6561,2836.0
9403,0.000000,7,10,6561,2842.0
9413,0.000000,5,6,6561,2852.0
9419,0.000000,11,2,6561,2858.0
9421,0.000000,1,10,6561,2860.0
9431,0.000000,11,2,6561,2870.0
9433,0.000000,1,4,6561,2872.0
9437,0.000000,5,2,6561,2876.0
9439,0.000000,7,22,6561,2878.0
9461,0.000000,5,2,6561,2900.0
9463,0.000000,7,4,6561,2902.0
9467,0.000000,11,6,6561,2906.0
9473,0.000000,5,6,6561,2912.0
9479,0.000000,11,12,6561,2918.0
9491,0.000000,11,6,6561,2930.0
9497,0.000000,5,14,6561,2936.0
9511,0.000000,7,10,6561,2950.0
9521,0.000000,5,12,6561,2960.0
9533,0.000000,5,6,6561,2972.0
9539,0.000000,11,8,6561,2978.0
9547,0.000000,7,4,6561,2986.0
9551,0.000000,11,36,6561,2990.0
9587,0.000000,11,14,6561,3026.0
9601,0.000000,1,12,6561,3040.0
9613,0.000000,1,6,6561,3052.0
9619,0.000000,7,4,6561,3058.0
9623,0.000000,11,6,6561,3062.0
9629,0.000000,5,2,6561,3068.0
9631,0.000000,7,12,6561,3070.0
9643,0.000000,7,6,6561,3082.0
9649,0.000000,1,12,6561,3088.0
9661,0.000000,1,16,6561,3100.0
9677,0.000000,5,2,6561,3116.0
9679,0.000000,7,10,6561,3118.0
9689,0.000000,5,8,6561,3128.0
9697,0.000000,1,22,6561,3136.0
9719,0.000000,11,2,6561,3158.0
9721,0.000000,1,12,6561,3160.0
9733,0.000000,1,6,6561,3172.0
9739,0.000000,7,4,6561,3178.0
9743,0.000000,11,6,6561,3182.0
9749,0.000000,5,18,6561,3188.0
9767,0.000000,11,2,6561,3206.0
9769,0.000000,1,12,6561,3208.0
9781,0.000000,1,6,6561,3220.0
9787,0.000000,7,4,6561,3226.0
9791,0.000000,11,12,6561,3230.0
9803,0.000000,11,8,6561,3242.0
9811,0.000000,7,6,6561,3250.0
9817,0.000000,1,12,6561,3256.0
9829,0.000000,1,4,6561,3268.0
9833,0.000000,5,6,6561,3272.0
9839,0.000000,11,12,6561,3278.0
9851,0.000000,11,6,6561,3290.0
9857,0.000000,5,2,6561,3296.0
9859,0.000000,7,12,6561,3298.0
9871,0.000000,7,12,6561,3310.0
9883,0.000000,7,4,6561,3322.0
9887,0.000000,11,14,6561,3326.0
9901,0.000000,1,6,6561,3340.0
9907,0.000000,7,16,6561,3346.0
9923,0.000000,11,6,6561,3362.0
9929,0.000000,5,2,6561,3368.0
9931,0.000000,7,10,6561,3370.0
9941,0.000000,5,8,6561,3380.0
9949,0.000000,1,18,6561,3388.0
9967,0.000000,7,6,6561,3406.0
9973,0.000000,1,34,6561,3412.0
10007,0.000000,11,2,6561,3446.0
10009,0.000000,1,28,6561,3448.0
10037,0.000000,5,2,6561,3476.0
10039,0.000000,7,22,6561,3478.0
10061,0.000000,5,6,6561,3500.0
10067,0.000000,11,2,6561,3506.0
10069,0.000000,1,10,6561,3508.0
10079,0.000000,11,12,6561,3518.0
10091,0.000000,11,2,6561,3530.0
10093,0.000000,1,6,6561,3532.0
10099,0.000000,7,4,6561,3538.0
10103,0.000000,11,8,6561,3542.0
10111,0.000000,7,22,6561,3550.0
10133,0.000000,5,6,6561,3572.0
10139,0.000000,11,2,6561,3578.0
10141,0.000000,1,10,6561,3580.0
10151,0.000000,11,8,6561,3590.0
10159,0.000000,7,4,6561,3598.0
10163,0.000000,11,6,6561,3602.0
10169,0.000000,5,8,6561,3608.0
10177,0.000000,1,4,6561,3616.0
10181,0.000000,5,12,6561,3620.0
10193,0.000000,5,18,6561,3632.0
10211,0.000000,11,12,6561,3650.0
10223,0.000000,11,20,6561,3662.0
10243,0.000000,7,4,6561,3682.0
10247,0.000000,11,6,6561,3686.0
10253,0.000000,5,6,6561,3692.0
10259,0.000000,11,8,6561,3698.0
10267,0.000000,7,4,6561,3706.0
10271,0.000000,11,2,6561,3710.0
10273,0.000000,1,16,6561,3712.0
10289,0.000000,5,12,6561,3728.0
10301,0.000000,5,2,6561,3740.0
10303,0.000000,7,10,6561,3742.0
10313,0.000000,5,8,6561,3752.0
10321,0.000000,1,10,6561,3760.0
10331,0.000000,11,2,6561,3770.0
10333,0.000000,1,4,6561,3772.0
10337,0.000000,5,6,6561,3776.0
10343,0.000000,11,14,6561,3782.0
10357,0.000000,1,12,6561,3796.0
10369,0.000000,1,22,6561,3808.0
10391,0.000000,11,8,6561,3830.0
10399,0.000000,7,28,6561,3838.0
10427,0.000000,11,2,6561,3866.0
10429,0.000000,1,4,6561,3868.0
10433,0.000000,5,20,6561,3872.0
10453,0.000000,1,4,6561,3892.0
10457,0.000000,5,2,6561,3896.0
10459,0.000000,7,4,6561,3898.0
10463,0.000000,11,14,6561,3902.0
10477,0.000000,1,10,6561,3916.0
10487,0.000000,11,12,6561,3926.0
10499,0.000000,11,2,6561,3938.0
10501,0.000000,1,12,6561,3940.0
10513,0.000000,1,16,6561,3952.0
10529,0.000000,5,2,6561,3968.0
10531,0.000000,7,28,6561,3970.0
10559,0.000000,11,8,6561,3998.0
10567,0.000000,7,22,6561,4006.0
10589,0.000000,5,8,6561,4028.0
10597,0.000000,1,4,6561,4036.0
10601,0.000000,5,6,6561,4040.0
10607,0.000000,11,6,14641,4034.0
10613,0.000000,5,14,14641,4028.0
10627,0.000000,7,4,14641,4014.0
10631,0.000000,11,8,14641,4010.0
10639,0.000000,7,12,14641,4002.0
10651,0.000000,7,6,14641,3990.0
10657,0.000000,1,6,14641,3984.0
10663,0.000000,7,4,14641,3978.0
10667,0.000000,11,20,14641,3974.0
10687,0.000000,7,4,14641,3954.0
10691,0.000000,11,18,14641,3950.0
10709,0.000000,5,2,14641,3932.0
10711,0.000000,7,12,14641,3930.0
10723,0.000000,7,6,14641,3918.0
10729,0.000000,1,4,14641,3912.0
10733,0.000000,5,6,14641,3908.0
10739,0.000000,11,14,14641,3902.0
10753,0.000000,1,18,14641,3888.0
10771,0.000000,7,10,14641,3870.0
10781,0.000000,5,8,14641,3860.0
10789,0.000000,1,10,14641,3852.0
10799,0.000000,11,32,14641,3842.0
10831,0.000000,7,6,14641,3810.0
10837,0.000000,1,10,14641,3804.0
10847,0.000000,11,6,14641,3794.0
10853,0.000000,5,6,14641,3788.0
10859,0.000000,11,2,14641,3782.0
10861,0.000000,1,6,14641,3780.0
10867,0.000000,7,16,14641,3774.0
10883,0.000000,11,6,14641,3758.0
10889,0.000000,5,2,14641,3752.0
10891,0.000000,7,12,14641,3750.0
10903,0.000000,7,6,14641,3738.0
10909,0.000000,1,28,14641,3732.0
10937,0.000000,5,2,14641,3704.0
10939,0.000000,7,10,14641,3702.0
10949,0.000000,5,8,14641,3692.0
10957,0.000000,1,16,14641,3684.0
10973,0.000000,5,6,14641,3668.0
10979,0.000000,11,8,14641,3662.0
10987,0.000000,7,6,14641,3654.0
10993,0.000000,1,10,14641,3648.0
11003,0.000000,11,24,14641,3638.0
11027,0.000000,11,20,14641,3614.0
11047,0.000000,7,10,14641,3594.0
11057,0.000000,5,2,14641,3584.0
11059,0.000000,7,10,14641,3582.0
11069,0.000000,5,2,14641,3572.0
11071,0.000000,7,12,14641,3570.0
11083,0.000000,7,4,14641,3558.0
11087,0.000000,11,6,14641,3554.0
11093,0.000000,5,20,14641,3548.0
11113,0.000000,1,4,14641,3528.0
11117,0.000000,5,2,14641,3524.0
11119,0.000000,7,12,14641,3522.0
11131,0.000000,7,18,14641,3510.0
11149,0.000000,1,10,14641,3492.0
11159,0.000000,11,2,14641,3482.0
11161,0.000000,1,10,14641,3480.0
11171,0.000000,11,2,14641,3470.0
11173,0.000000,1,4,14641,3468.0
11177,0.000000,5,20,14641,3464.0
11197,0.000000,1,16,14641,3444.0
11213,0.000000,5,26,14641,3428.0
11239,0.000000,7,4,14641,3402.0
11243,0.000000,11,8,14641,3398.0
11251,0.000000,7,6,14641,3390.0
11257,0.000000,1,4,14641,3384.0
11261,0.000000,5,12,14641,3380.0
11273,0.000000,5,6,14641,3368.0
11279,0.000000,11,8,14641,3362.0
11287,0.000000,7,12,14641,3354.0
11299,0.000000,7,12,14641,3342.0
11311,0.000000,7,6,14641,3330.0
11317,0.000000,1,4,14641,3324.0
11321,0.000000,5,8,14641,3320.0
11329,0.000000,1,22,14641,3312.0
11351,0.000000,11,2,14641,3290.0
11353,0.000000,1,16,14641,3288.0
11369,0.000000,5,14,14641,3272.0
11383,0.000000,7,10,14641,3258.0
11393,0.000000,5,6,14641,3248.0
11399,0.000000,11,12,14641,3242.0
11411,0.000000,11,12,14641,3230.0
11423,0.000000,11,14,14641,3218.0
11437,0.000000,1,6,14641,3204.0
11443,0.000000,7,4,14641,3198.0
11447,0.000000,11,20,14641,3194.0
11467,0.000000,7,4,14641,3174.0
11471,0.000000,11,12,14641,3170.0
11483,0.000000,11,6,14641,3158.0
11489,0.000000,5,2,14641,3152.0
11491,0.000000,7,6,14641,3150.0
11497,0.000000,1,6,14641,3144.0
11503,0.000000,7,16,14641,3138.0
11519,0.000000,11,8,14641,3122.0
11527,0.000000,7,22,14641,3114.0
11549,0.000000,5,2,14641,3092.0
11551,0.000000,7,28,14641,3090.0
11579,0.000000,11,8,14641,3062.0
11587,0.000000,7,6,14641,3054.0
11593,0.000000,1,4,14641,3048.0
11597,0.000000,5,20,14641,3044.0
11617,0.000000,1,4,14641,3024.0
11621,0.000000,5,12,14641,3020.0
11633,0.000000,5,24,14641,3008.0
11657,0.000000,5,20,14641,2984.0
11677,0.000000,1,4,14641,2964.0
11681,0.000000,5,8,14641,2960.0
11689,0.000000,1,10,14641,2952.0
11699,0.000000,11,2,14641,2942.0
11701,0.000000,1,16,14641,2940.0
11717,0.000000,5,2,14641,2924.0
11719,0.000000,7,12,14641,2922.0
11731,0.000000,7,12,14641,2910.0
11743,0.000000,7,34,14641,2898.0
11777,0.000000,5,2,14641,2864.0
11779,0.000000,7,4,14641,2862.0
11783,0.000000,11,6,14641,2858.0
11789,0.000000,5,12,14641,2852.0
11801,0.000000,5,6,14641,2840.0
11807,0.000000,11,6,14641,2834.0
11813,0.000000,5,8,14641,2828.0
11821,0.000000,1,6,14641,2820.0
11827,0.000000,7,4,14641,2814.0
11831,0.000000,11,2,14641,2810.0
11833,0.000000,1,6,14641,2808.0
11839,0.000000,7,24,14641,2802.0
11863,0.000000,7,4,14641,2778.0
11867,0.000000,11,20,14641,2774.0
11887,0.000000,7,10,14641,2754.0
11897,0.000000,5,6,14641,2744.0
11903,0.000000,11,6,14641,2738.0
11909,0.000000,5,14,14641,2732.0
11923,0.000000,7,4,14641,2718.0
11927,0.000000,11,6,14641,2714.0
11933,0.000000,5,6,14641,2708.0
11939,0.000000,11,2,14641,2702.0
11941,0.000000,1,12,14641,2700.0
11953,0.000000,1,6,14641,2688.0
11959,0.000000,7,10,14641,2682.0
11969,0.000000,5,2,14641,2672.0
11971,0.000000,7,10,14641,2670.0
11981,0.000000,5,6,14641,2660.0
11987,0.000000,11,20,14641,2654.0
12007,0.000000,7,4,14641,2634.0
12011,0.000000,11,26,14641,2630.0
12037,0.000000,1,4,14641,2604.0
12041,0.000000,5,2,14641,2600.0
12043,0.000000,7,6,14641,2598.0
12049,0.000000,1,22,14641,2592.0
